event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:30,1,,,true,2,87975,2023-05-27 05:10:00,false,AUTOMATIC,, 2,88,false,879S00M527,false,EARLY,22721000,88,87975,true,UP,UP,ARRIVAL,87973,
DEPARTURE,,,2023-05-27 04:48:30,21,,,false,4,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,25,false,815C66M427,false,LATE,25462001,25,81304,true,DOWN,DOWN,DEPARTURE,81431,M
DEPARTURE,,,2023-05-27 05:10:00,1,,,false,4,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 2,71,false,425D04M327,false,EARLY,25450000,71,40073,true,DOWN,DOWN,DEPARTURE,40071,D
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:00,0,,,true,,73777,2023-05-27 05:11:00,false,AUTOMATIC,, 2,33,true,739T04M427,false,ON TIME,21381001,33,73777,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:30,0,,,true,5,52702,2023-05-27 05:09:00,false,AUTOMATIC,, 8,79,false,522B00M527,false,ON TIME,21936004,79,52702,true,DOWN,DOWN,DEPARTURE,51531,D
DEPARTURE,,,2023-05-27 05:10:30,0,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,25,false,742K64M527,false,ON TIME,25519007,25,74250,true,DOWN,DOWN,DEPARTURE,74249,R
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,0,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,, 1,25,false,742K64M527,false,ON TIME,25519007,25,74249,true,DOWN,DOWN,ARRIVAL,74265,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,2,07466,2023-05-27 05:09:00,false,AUTOMATIC,, 1,60,false,075B71M427,false,EARLY,23563015,60,07466,true,UP,UP,DEPARTURE,07906,M
DEPARTURE,,,2023-05-27 05:18:00,8,,,true,2,87215,2023-05-27 05:10:00,false,AUTOMATIC,,,84,false,875S07M527,false,EARLY,24676004,84,87215,true,DOWN,DOWN,DEPARTURE,87286,U
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,0,,,true,,54311,2023-05-27 05:11:00,false,AUTOMATIC,, 9,88,true,545C00M527,false,ON TIME,21788001,88,54311,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 05:09:00,0,,,false,3,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,88,false,532D01M427,false,ON TIME,21724000,88,54245,true,UP,UP,DEPARTURE,54304,S
ARRIVAL,2023-05-27 05:04:00,,2023-05-27 05:03:30,5,,,true,1,38384,2023-05-27 05:08:00,false,MANUAL,,,71,false,401H78M427,false,LATE,22345000,71,38384,true,,,ARRIVAL,35703,
DEPARTURE,2023-05-27 05:04:00,,2023-05-27 05:04:30,5,,,true,4,38384,2023-05-27 05:09:00,false,MANUAL,,,71,false,401H78M427,false,LATE,22345000,71,38384,true,,,DEPARTURE,35703,
ARRIVAL,,,2023-05-27 04:03:00,67,,,true,1,33087,2023-05-27 05:10:00,false,AUTOMATIC,MAR,,09,false,494M53CZ26,false,LATE,54606070,09,33087,true,,,ARRIVAL,33088,
ARRIVAL,,,2023-05-27 05:22:00,12,,527V53C327,true,12,74237,2023-05-27 05:10:00,false,AUTOMATIC,MMG,,09,false,526V53C327,false,EARLY,57622972,09,74237,true,,,ARRIVAL,74250,
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:12:00,1,,,true,,62400,2023-05-27 05:11:00,false,AUTOMATIC,, 2,88,true,625V15M427,false,EARLY,22788002,88,62400,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 05:09:30,1,,,false,8,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,28,false,555O00M527,false,LATE,22270000,28,55495,true,DOWN,DOWN,DEPARTURE,55625,G
DEPARTURE,,,2023-05-27 05:13:30,4,,,true,3,88317,2023-05-27 05:09:00,false,AUTOMATIC,, 2,80,false,885V04M427,false,EARLY,24653005,80,88317,true,DOWN,DOWN,DEPARTURE,88321,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,11,70100,2023-05-27 05:09:00,false,AUTOMATIC,, 4,29,false,702Y01M527,false,EARLY,22259000,29,70100,true,DOWN,DOWN,DEPARTURE,70091,F
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,1,,,false,2,00000,2023-05-27 05:10:00,false,AUTOMATIC,, 1,25,false,832T02M527,false,EARLY,25462001,25,83602,true,DOWN,DOWN,ARRIVAL,83603,D
DEPARTURE,,,2023-05-27 05:09:00,1,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,MTS,,09,false,826A15C427,false,LATE,57622972,09,75354,true,UP,UP,DEPARTURE,75351,R
ARRIVAL,,,2023-05-27 05:09:30,1,,,true,1,87219,2023-05-27 05:10:00,false,AUTOMATIC,,,84,false,875C05M527,false,LATE,24676004,84,87219,true,,,ARRIVAL,87286,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,1,,,true,2,54238,2023-05-27 05:10:00,false,AUTOMATIC,, 6,88,false,542B00M527,false,EARLY,21724000,88,54238,true,DOWN,DOWN,ARRIVAL,54202,
DEPARTURE,,,2023-05-27 05:11:00,1,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,23,false,321N50M427,false,EARLY,12362822,23,31713,true,DOWN,DOWN,DEPARTURE,31521,S
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,5,60011,2023-05-27 05:09:00,false,AUTOMATIC,, 1,28,false,601H00M527,false,EARLY,22156000,28,60011,true,UP,UP,DEPARTURE,61006,C
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,0,,,true,1,74005,2023-05-27 05:09:00,false,AUTOMATIC,, 4,25,false,742P04M427,false,ON TIME,25506005,25,74005,true,UP,UP,DEPARTURE,74006,U
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,0,,,false,,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,25,false,745R05M427,false,ON TIME,25506005,25,74232,true,DOWN,DOWN,DEPARTURE,74233,R
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,1,,,true,3,87052,2023-05-27 05:09:00,false,AUTOMATIC,, 8,25,false,741O52M427,false,EARLY,25521007,25,87052,true,DOWN,DOWN,DEPARTURE,87080,D
DEPARTURE,,,2023-05-27 05:10:00,0,,,true,1,53231,2023-05-27 05:10:00,false,AUTOMATIC,,,88,false,532R01M427,false,ON TIME,21726000,88,53231,true,UP,UP,DEPARTURE,53229,M
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,1,,,true,2,63451,2023-05-27 05:09:00,false,AUTOMATIC,, 3,88,false,629T01M427,false,EARLY,22720000,88,63451,true,UP,UP,DEPARTURE,63547,S
ARRIVAL,,,2023-05-27 05:12:30,2,,,true,2,87643,2023-05-27 05:10:00,false,AUTOMATIC,,,88,false,875Z021527,false,EARLY,24788005,88,87643,true,,,ARRIVAL,87626,
DEPARTURE,,,2023-05-27 05:11:00,2,,,true,1,88447,2023-05-27 05:09:00,false,AUTOMATIC,,,80,false,885F04M527,false,EARLY,24658005,80,88447,true,UP,UP,DEPARTURE,88429,F
ARRIVAL,,,2023-05-27 05:11:30,0,,,true,1,04010,2023-05-27 05:11:00,false,AUTOMATIC,MPB,,35,false,041Y11M427,false,ON TIME,23570003,35,04010,true,,,ARRIVAL,07327,
DEPARTURE,2023-05-27 05:20:00,,2023-05-27 05:20:00,12,,,true,3,07332,2023-05-27 05:08:00,false,AUTOMATIC,,,60,false,075M19M527,false,EARLY,13560015,60,07332,true,UP,UP,DEPARTURE,07330,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,3,52741,2023-05-27 05:09:00,false,AUTOMATIC,, 3,21,false,521B04M527,false,EARLY,21911000,21,52741,true,DOWN,DOWN,DEPARTURE,52739,S
ARRIVAL,,,,0,,,false,,,2023-05-27 05:11:00,false,AUTOMATIC,,,86,false,745T25M427,true,OFF ROUTE,25905000,86,73253,,,,ARRIVAL,,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:10:30,0,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,, 2,30,false,529I37M427,false,ON TIME,22215003,30,52088,true,DOWN,DOWN,ARRIVAL,52090,
DEPARTURE,,,2023-05-27 05:10:30,0,,,true,2,87903,2023-05-27 05:10:00,false,AUTOMATIC,, 2,25,false,872G47M527,false,ON TIME,25521007,25,87903,true,DOWN,DOWN,DEPARTURE,87905,S
DEPARTURE,,,2023-05-27 05:32:00,22,,,false,7,00000,2023-05-27 05:10:00,false,AUTOMATIC,MN4,,09,false,174L83C027,false,EARLY,54606070,09,46016,true,UP,UP,DEPARTURE,46014,M
DEPARTURE,,,2023-05-27 05:17:00,7,,,false,3,00000,2023-05-27 05:10:00,false,AUTOMATIC,MK7,,05,false,736E70C327,false,EARLY,56161420,05,53233,true,DOWN,DOWN,DEPARTURE,53231,M
DEPARTURE,,,2023-05-27 05:18:30,9,,,false,4,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 1,29,false,695Y04M527,false,EARLY,22977000,29,69211,true,DOWN,DOWN,DEPARTURE,69215,
ARRIVAL,,,2023-05-27 05:11:00,0,,,true,1,52226,2023-05-27 05:11:00,false,AUTOMATIC,MDU,,09,false,074L81CY26,false,ON TIME,54606070,09,52226,true,,,ARRIVAL,50438,
ARRIVAL,,,2023-05-27 05:05:00,5,,,true,1,50423,2023-05-27 05:10:00,false,AUTOMATIC,,,21,false,505Y02M427,false,LATE,21945001,21,50423,true,,,ARRIVAL,50434,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,3,52731,2023-05-27 05:09:00,false,AUTOMATIC,, 3,30,false,522T01M527,false,EARLY,21235001,30,52731,true,UP,UP,DEPARTURE,52732,
DEPARTURE,,,2023-05-27 05:00:00,10,,,false,10,00000,2023-05-27 05:10:00,false,AUTOMATIC,MI9,,42,false,573Q81C926,false,LATE,52495112,42,43333,true,UP,UP,DEPARTURE,65309,F
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,2,42140,2023-05-27 05:09:00,false,AUTOMATIC,, 5,29,false,425F03M427,false,EARLY,22977000,29,42140,true,DOWN,DOWN,DEPARTURE,42128,F
DEPARTURE,,,2023-05-27 05:15:00,5,,,false,4,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,65,false,365P47M427,false,EARLY,22112002,65,42128,true,DOWN,DOWN,DEPARTURE,37011,S
DEPARTURE,,,2023-05-27 06:08:00,58,,,false,7,00000,2023-05-27 05:10:00,false,AUTOMATIC,MG7,,54,false,494M13C926,false,EARLY,55460180,54,59313,true,DOWN,DOWN,DEPARTURE,59318,N
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:12:00,1,,,true,3,53241,2023-05-27 05:11:00,false,AUTOMATIC,, 1,88,false,532F03M527,false,EARLY,21724000,88,53241,true,UP,UP,ARRIVAL,53243,
DEPARTURE,,,2023-05-27 05:22:30,12,,,false,9,00000,2023-05-27 05:10:00,false,AUTOMATIC,MMU, 1,09,false,234L40C227,false,EARLY,54606070,09,46276,true,UP,UP,DEPARTURE,46277,
ARRIVAL,,,,0,,,false,,,2023-05-27 05:10:00,false,AUTOMATIC,MJ7,,05,false,816M30C826,true,OFF ROUTE,56161420,05,73253,,,,ARRIVAL,,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,2,83421,2023-05-27 05:09:00,false,AUTOMATIC,, 3,84,false,831L20M527,false,EARLY,24623104,84,83421,true,DOWN,DOWN,DEPARTURE,83431,3
ARRIVAL,,,2023-05-27 05:12:00,2,,,true,2,87568,2023-05-27 05:10:00,false,AUTOMATIC,,,30,false,875C02M527,false,EARLY,22216001,30,87568,true,,,ARRIVAL,52088,
ARRIVAL,,,2023-05-27 05:12:00,2,,,false,2,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,30,false,875C91M427,false,EARLY,22216001,30,52078,true,,,ARRIVAL,52074,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,0,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,, 1,21,false,472H01M427,false,ON TIME,21913000,21,47521,true,UP,UP,ARRIVAL,47603,
ARRIVAL,2023-05-27 04:55:00,,2023-05-27 04:54:30,16,,,true,1,88315,2023-05-27 05:10:00,false,AUTOMATIC,, 2,80,false,882A88M427,false,LATE,24652005,80,88315,true,UP,UP,ARRIVAL,88314,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,1,,,true,7,50328,2023-05-27 05:09:00,false,AUTOMATIC,, 1,21,false,501K03M427,false,EARLY,21943001,21,50328,true,UP,UP,DEPARTURE,50334,M
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:00,1,,,true,4,25701,2023-05-27 05:09:00,false,AUTOMATIC,, 5,20,false,251B61M527,false,LATE,11817020,20,25701,true,UP,UP,DEPARTURE,25705,M
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:30,0,,,true,2,53223,2023-05-27 05:11:00,false,AUTOMATIC,, 1,88,false,459J01M427,false,ON TIME,22727100,88,53223,true,UP,UP,ARRIVAL,53231,
DEPARTURE,2023-05-27 05:11:00,,2023-05-27 05:11:00,1,,,true,2,74237,2023-05-27 05:10:00,false,AUTOMATIC,,15,25,false,745P15M527,false,EARLY,25506005,25,74237,true,DOWN,DOWN,DEPARTURE,74260,D
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,1,73000,2023-05-27 05:09:00,false,AUTOMATIC,, 6,86,false,731T24M527,false,EARLY,25905000,86,73000,true,DOWN,DOWN,DEPARTURE,73108,2
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:30,0,,,true,1,47611,2023-05-27 05:11:00,false,AUTOMATIC,, 3,21,false,522B02M427,false,ON TIME,21911000,21,47611,true,DOWN,DOWN,ARRIVAL,47412,
DEPARTURE,,,2023-05-27 05:15:00,5,,,true,10,71040,2023-05-27 05:10:00,false,AUTOMATIC,MK0,,08,false,896X13C227,false,EARLY,57610110,08,71040,true,DOWN,DOWN,DEPARTURE,71009,S
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,false,2,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 1,84,false,872U04M527,false,EARLY,24671105,84,87126,true,UP,UP,DEPARTURE,87119,
ARRIVAL,2023-05-27 05:35:00,,2023-05-27 05:35:00,24,,,true,,35136,2023-05-27 05:11:00,false,AUTOMATIC,, 3,23,true,355I01M527,false,EARLY,12974820,23,35136,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2023-05-27 05:01:00,,2023-05-27 05:01:00,9,,,true,2,57412,2023-05-27 05:10:00,false,AUTOMATIC,,,28,false,575C14M527,false,LATE,22150007,28,57412,true,DOWN,DOWN,DEPARTURE,57403,P
DEPARTURE,,,2023-05-27 05:16:30,6,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,20,false,325B66M427,false,EARLY,11817020,20,31515,true,DOWN,DOWN,DEPARTURE,31519,C
ARRIVAL,,,2023-05-27 05:17:00,6,,,false,6,00000,2023-05-27 05:11:00,false,AUTOMATIC,,,20,false,325B66M427,false,EARLY,11817020,20,31519,true,,,ARRIVAL,31713,
ARRIVAL,,,2023-05-27 05:11:30,0,,,true,1,54238,2023-05-27 05:11:00,false,AUTOMATIC,,,61,false,545D01M527,false,ON TIME,21704001,61,54238,true,,,ARRIVAL,54245,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,true,5,51016,2023-05-27 05:10:00,false,AUTOMATIC,, 4,79,false,512D03M427,false,ON TIME,24936004,79,51016,true,UP,UP,DEPARTURE,51023,T
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,false,4,00000,2023-05-27 05:10:00,false,AUTOMATIC,, 4,21,false,522H981427,false,ON TIME,21913000,21,51931,true,DOWN,DOWN,DEPARTURE,51914,D
DEPARTURE,,,2023-05-27 05:09:30,1,,,true,5,87219,2023-05-27 05:10:00,false,AUTOMATIC,, 8,84,false,875C05M527,false,LATE,24676004,84,87219,true,UP,UP,DEPARTURE,87286,F
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,1,,,true,3,88464,2023-05-27 05:09:00,false,AUTOMATIC,,A,80,false,881D10M427,false,EARLY,24657005,80,88464,true,UP,UP,DEPARTURE,88463,
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:30,2,,,false,2,00000,2023-05-27 05:10:00,false,AUTOMATIC,, 1,28,false,571B04M427,false,LATE,22275000,28,56596,true,UP,UP,DEPARTURE,56598,M
ARRIVAL,,,2023-05-27 05:13:30,2,,,false,2,00000,2023-05-27 05:11:00,false,AUTOMATIC,,,29,false,695C01M527,false,EARLY,22977000,29,69211,true,,,ARRIVAL,69202,
DEPARTURE,,,2023-05-27 04:22:30,48,,,false,6,00000,2023-05-27 05:10:00,false,AUTOMATIC,MHQ,,97,false,154M52C027,false,LATE,52663390,97,57459,true,DOWN,DOWN,DEPARTURE,57606,M
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:12:00,1,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,, 1,88,false,862S81M427,false,EARLY,24744000,88,87998,true,UP,UP,ARRIVAL,87997,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,true,1,52051,2023-05-27 05:10:00,false,AUTOMATIC,, 1,30,false,529I39M527,false,ON TIME,22215003,30,52051,true,DOWN,DOWN,DEPARTURE,52049,D
DEPARTURE,,,2023-05-27 05:12:00,2,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,, 1,30,false,875C91M427,false,EARLY,22216001,30,52078,true,UP,UP,DEPARTURE,52074,
DEPARTURE,,,2023-05-27 05:10:30,0,,,false,2,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,20,false,251B59M327,false,ON TIME,11817020,20,32009,true,UP,UP,DEPARTURE,32515,S
DEPARTURE,,,2023-05-27 05:09:30,1,,,false,3,00000,2023-05-27 05:08:00,false,AUTOMATIC,, 2,23,false,313D32M427,false,EARLY,12229820,23,35321,true,DOWN,DOWN,DEPARTURE,35325,E
ARRIVAL,,,2023-05-27 05:12:00,1,,,true,1,35325,2023-05-27 05:11:00,false,AUTOMATIC,,,23,false,313D32M427,false,EARLY,12229820,23,35325,true,,,ARRIVAL,35505,
DEPARTURE,,,2023-05-27 05:19:00,9,,,true,4,17136,2023-05-27 05:10:00,false,AUTOMATIC,MPJ,,54,false,176D89C427,false,EARLY,51464580,54,17136,true,DOWN,DOWN,DEPARTURE,17138,S
ARRIVAL,,,2023-05-27 05:15:00,4,,,true,4,87637,2023-05-27 05:11:00,false,AUTOMATIC,,,88,false,875I05M527,false,EARLY,24788005,88,87637,true,,,ARRIVAL,87631,
DEPARTURE,2023-05-27 04:41:00,,2023-05-27 04:41:30,29,,,true,2,87911,2023-05-27 05:10:00,false,AUTOMATIC,, 1,88,false,879R00M427,false,LATE,22721000,88,87911,true,UP,UP,DEPARTURE,87909,S
DEPARTURE,,,2023-05-27 05:10:00,0,,,false,6,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,71,false,401K02M427,false,ON TIME,22340000,71,40114,true,UP,UP,DEPARTURE,40125,U
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:12:00,1,,,true,,87603,2023-05-27 05:11:00,false,AUTOMATIC,, 1,30,true,529I35M427,false,EARLY,22215003,30,87603,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,,,2023-05-27 05:11:00,1,,,false,2,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,80,false,882F90M527,false,EARLY,24655005,80,88412,true,DOWN,DOWN,DEPARTURE,87601,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,true,3,86066,2023-05-27 05:10:00,false,AUTOMATIC,, 1,84,false,862B11M527,false,ON TIME,24620204,84,86066,true,DOWN,DOWN,DEPARTURE,86069,S
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:10:30,1,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,, 1,88,false,629V13M427,false,LATE,22728000,88,63208,true,UP,UP,ARRIVAL,63209,
DEPARTURE,,,2023-05-27 05:11:00,1,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,79,false,512B03M527,false,EARLY,21936004,79,50499,true,UP,UP,DEPARTURE,51004,U
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,true,2,51013,2023-05-27 05:10:00,false,AUTOMATIC,, 3,79,false,513B02M527,false,ON TIME,22936004,79,51013,true,DOWN,DOWN,DEPARTURE,51011,D
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:10:30,1,,,true,1,71040,2023-05-27 05:11:00,false,AUTOMATIC,, 9,29,false,702N00M427,false,LATE,22209000,29,71040,true,UP,UP,ARRIVAL,72003,
DEPARTURE,,,2023-05-27 05:10:30,0,,,false,1,00000,2023-05-27 05:10:00,false,AUTOMATIC,,,88,false,871A88M527,false,ON TIME,24747000,88,87199,true,DOWN,DOWN,DEPARTURE,87203,S
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,0,,,true,2,87169,2023-05-27 05:10:00,false,AUTOMATIC,, 1,84,false,872O01M427,false,ON TIME,24671505,84,87169,true,UP,UP,DEPARTURE,87271,S
ARRIVAL,2023-05-27 05:13:00,,2023-05-27 05:13:00,1,,,true,,73000,2023-05-27 05:12:00,false,AUTOMATIC,,11,33,true,735P12M527,false,EARLY,21381008,33,73000,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 05:25:30,15,,,true,1,17149,2023-05-27 05:10:00,false,AUTOMATIC,,,23,false,175L99M527,false,EARLY,22974000,23,17149,true,UP,UP,DEPARTURE,17131,D
DEPARTURE,,,2023-05-27 05:22:00,12,,527V53C327,true,2,74237,2023-05-27 05:10:00,false,AUTOMATIC,MMG,12,09,false,526V53C327,false,EARLY,57622972,09,74237,true,DOWN,DOWN,DEPARTURE,74250,D
ARRIVAL,,,2023-05-27 05:11:00,0,,,true,1,54103,2023-05-27 05:11:00,false,AUTOMATIC,,,88,false,541C00M527,false,ON TIME,22726100,88,54103,true,,,ARRIVAL,54001,
ARRIVAL,,,,0,,,false,,,2023-05-27 05:11:00,false,AUTOMATIC,MKD,,09,false,174L88C926,true,OFF ROUTE,54606070,09,51130,,,,ARRIVAL,,
ARRIVAL,,,2023-05-27 05:12:00,0,,,true,1,50334,2023-05-27 05:12:00,false,AUTOMATIC,,,33,false,505Y20M527,false,ON TIME,21381008,33,50334,true,,,ARRIVAL,50423,
DEPARTURE,,,2023-05-27 05:13:30,3,,,false,12,00000,2023-05-27 05:10:00,false,AUTOMATIC,MQR,,97,false,074H47C427,false,EARLY,52662990,97,05015,true,DOWN,DOWN,DEPARTURE,03401,L
DEPARTURE,2023-05-27 05:15:00,,2023-05-27 05:15:00,5,,,true,2,54238,2023-05-27 05:10:00,false,AUTOMATIC,, 2,88,false,542K99M527,false,EARLY,21788001,88,54238,true,UP,UP,DEPARTURE,54291,M
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:30,0,,,true,1,50318,2023-05-27 05:11:00,false,AUTOMATIC,, 1,21,false,502K05M527,false,ON TIME,21943001,21,50318,true,UP,UP,ARRIVAL,50321,
DEPARTURE,2023-05-27 04:48:00,,2023-05-27 04:48:00,13,,,true,3,65700,2023-05-27 04:35:00,false,MANUAL,MED,,05,false,446M08CZ26,false,EARLY,51426930,05,65700,false,,,DEPARTURE,65675,
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,0,,,true,5,51531,2023-05-27 05:10:00,false,AUTOMATIC,, 5,79,false,512D01M427,false,ON TIME,24936004,79,51531,true,UP,UP,DEPARTURE,52702,M
DEPARTURE,2023-05-27 05:06:00,,2023-05-27 05:06:00,4,,,true,5,16413,2023-05-27 05:10:00,false,AUTOMATIC,,,20,false,165P62M527,false,LATE,21734000,20,16413,true,UP,UP,DEPARTURE,16416,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,0,,,true,9,16416,2023-05-27 05:11:00,false,AUTOMATIC,,11,20,false,165P62M527,false,ON TIME,21734000,20,16416,true,UP,UP,ARRIVAL,16421,
ARRIVAL,,,2023-05-27 05:14:30,3,,,true,3,87611,2023-05-27 05:11:00,false,AUTOMATIC,,,88,false,629W15M327,false,EARLY,22720000,88,87611,true,,,ARRIVAL,87613,
DEPARTURE,2023-05-27 05:20:00,,2023-05-27 05:20:00,10,,,true,1,06430,2023-05-27 05:10:00,false,AUTOMATIC,,,60,false,065A47M527,false,EARLY,13574515,60,06430,true,DOWN,DOWN,DEPARTURE,06421,
ARRIVAL,,,2023-05-27 05:32:00,21,,,true,21,74803,2023-05-27 05:11:00,false,AUTOMATIC,MJ8,,05,false,816M58C227,false,EARLY,56155120,05,74803,true,,,ARRIVAL,74701,
DEPARTURE,,,2023-05-27 05:11:00,1,,,true,2,32000,2023-05-27 05:10:00,false,AUTOMATIC,MML,13,09,false,334L97C427,false,EARLY,54606070,09,32000,true,UP,UP,DEPARTURE,32009,S
DEPARTURE,,,2023-05-27 04:03:00,67,,,true,1,33087,2023-05-27 05:10:00,false,AUTOMATIC,MAR, 2,09,false,494M53CZ26,false,LATE,54606070,09,33087,true,DOWN,DOWN,DEPARTURE,33088,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,0,,,true,24,81109,2023-05-27 05:11:00,false,AUTOMATIC,, 3,25,false,815A03M527,false,ON TIME,25370002,25,81109,true,UP,UP,ARRIVAL,81305,3
DEPARTURE,,,2023-05-27 05:27:00,16,,,true,4,66321,2023-05-27 05:11:00,false,AUTOMATIC,,,27,false,575H09M427,false,EARLY,22185002,27,66321,true,DOWN,DOWN,DEPARTURE,65625,B
DEPARTURE,2023-05-27 05:10:00,,2023-05-27 05:10:30,0,,,true,2,52074,2023-05-27 05:10:00,false,AUTOMATIC,, 1,30,false,879I34M427,false,ON TIME,22218000,30,52074,true,UP,UP,DEPARTURE,87660,U
DEPARTURE,,,2023-05-27 05:11:30,0,,,false,2,00000,2023-05-27 05:11:00,false,AUTOMATIC,,,88,false,879W11M427,false,ON TIME,22721000,88,87966,true,DOWN,DOWN,DEPARTURE,87967,M
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:11:30,0,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,, 1,30,false,879I36M527,false,ON TIME,22218000,30,52090,true,UP,UP,ARRIVAL,52088,
DEPARTURE,,,2023-05-27 05:17:00,7,,,true,3,65823,2023-05-27 05:10:00,false,AUTOMATIC,,,65,false,655K05M527,false,EARLY,22112002,65,65823,true,UP,UP,DEPARTURE,65826,
ARRIVAL,2023-05-27 05:13:00,,2023-05-27 05:12:30,1,,,true,2,31521,2023-05-27 05:11:00,false,AUTOMATIC,, 2,23,false,321N50M427,false,EARLY,12362822,23,31521,true,DOWN,DOWN,ARRIVAL,31620,
