event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,,,2023-05-27 05:10:30,1,,,false,1,00000,2023-05-27 05:11:00,false,AUTOMATIC,,,20,false,325J49M427,false,LATE,21733000,20,31031,true,,,ARRIVAL,29002,
ARRIVAL,,,2023-05-27 05:12:30,0,,,false,1,00000,2023-05-27 05:12:00,false,AUTOMATIC,,,25,false,872G47M527,false,ON TIME,25521007,25,87905,true,,,ARRIVAL,87911,
ARRIVAL,,,2023-05-27 05:09:00,4,,,true,1,56221,2023-05-27 05:13:00,false,AUTOMATIC,,,28,false,555W00M427,false,LATE,12325021,28,56221,true,,,ARRIVAL,28004,
ARRIVAL,,,2023-05-27 05:16:00,0,,,false,1,00000,2023-05-27 05:16:00,false,AUTOMATIC,,,33,false,505W31M527,false,ON TIME,21381008,33,50417,true,,,ARRIVAL,50334,
ARRIVAL,,,2023-05-27 05:18:00,2,,,true,2,04235,2023-05-27 05:16:00,false,AUTOMATIC,,,60,false,045J53M527,false,EARLY,13561015,60,04235,true,,,ARRIVAL,04221,
ARRIVAL,,,,0,,,false,,,2023-05-27 05:24:00,false,AUTOMATIC,,,25,false,813F05M427,true,OFF ROUTE,25470001,25,81403,,,,ARRIVAL,,
ARRIVAL,,,2023-05-27 05:24:30,0,,,true,1,87903,2023-05-27 05:24:00,false,AUTOMATIC,,,88,false,879R02M527,false,ON TIME,22729000,88,87903,true,,,ARRIVAL,87722,
ARRIVAL,,,2023-05-27 05:29:30,4,,,true,4,87219,2023-05-27 05:25:00,false,AUTOMATIC,,,84,false,875H05M527,false,EARLY,24676004,84,87219,true,,,ARRIVAL,87214,
ARRIVAL,,,2023-05-27 05:29:00,0,,,false,1,00000,2023-05-27 05:29:00,false,AUTOMATIC,,,80,false,895U06M527,false,ON TIME,24607006,80,89109,true,,,ARRIVAL,89111,
ARRIVAL,,,2023-05-27 05:30:30,1,,,true,1,87975,2023-05-27 05:31:00,false,AUTOMATIC,,,88,false,879W11M427,false,LATE,22721000,88,87975,true,,,ARRIVAL,87980,
ARRIVAL,,,2023-05-27 05:35:30,1,,,true,1,18444,2023-05-27 05:34:00,false,AUTOMATIC,,,20,false,321P07M427,false,EARLY,21734000,20,18444,true,,,ARRIVAL,18442,
ARRIVAL,,,2023-05-27 05:36:30,0,,,true,1,81118,2023-05-27 05:36:00,false,AUTOMATIC,,,27,false,815M00M527,false,ON TIME,22185003,27,81118,true,,,ARRIVAL,76091,
ARRIVAL,,,2023-05-27 05:36:30,1,,,false,1,00000,2023-05-27 05:37:00,false,AUTOMATIC,,,80,false,871S001527,false,LATE,24604004,80,88314,true,,,ARRIVAL,88315,
ARRIVAL,,,,0,,,false,,,2023-05-27 02:23:00,false,AUTOMATIC,MFJ,,09,false,424L26CX26,true,OFF ROUTE,54606070,09,51130,,,,ARRIVAL,,
ARRIVAL,,,2023-05-27 04:24:00,1,,,false,1,00000,2023-05-27 04:25:00,false,AUTOMATIC,,,30,false,525I26M427,false,LATE,22216001,30,52078,true,,,ARRIVAL,52088,
ARRIVAL,2023-05-27 05:42:00,,2023-05-27 05:41:30,0,,,false,1,00000,2023-05-27 05:41:00,false,AUTOMATIC,,,33,false,529T20M527,false,ON TIME,21381901,33,52745,true,DOWN,DOWN,ARRIVAL,63636,
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,1,,,true,6,31521,2023-05-27 05:40:00,false,AUTOMATIC,, 2,23,false,312K60M527,false,EARLY,12225110,23,31521,true,DOWN,DOWN,DEPARTURE,35146,A
DEPARTURE,,,2023-05-27 05:42:00,2,,,true,2,73255,2023-05-27 05:40:00,false,AUTOMATIC,, 4,33,false,749U11M527,false,EARLY,21381001,33,73255,true,UP,UP,DEPARTURE,73253,U
DEPARTURE,,,2023-05-27 05:39:00,1,,,false,2,00000,2023-05-27 05:40:00,false,AUTOMATIC,,,29,false,652P01M527,false,LATE,12272320,29,65625,true,DOWN,DOWN,DEPARTURE,65642,C
ARRIVAL,2023-05-27 05:42:00,,2023-05-27 05:42:00,0,,,true,,52074,2023-05-27 05:42:00,false,AUTOMATIC,, 2,30,true,875G02M527,false,ON TIME,22216001,30,52074,true,UP,UP,DESTINATION,,U
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,1,,,true,8,83461,2023-05-27 05:40:00,false,AUTOMATIC,, 1,84,false,831L20M527,false,EARLY,24623104,84,83461,true,UP,UP,DEPARTURE,83456,
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:30,1,,,true,2,49211,2023-05-27 05:40:00,false,AUTOMATIC,, 2,21,false,481P01M527,false,EARLY,21781002,21,49211,true,UP,UP,DEPARTURE,49223,U
DEPARTURE,,,2023-05-27 05:42:00,1,,,false,1,00000,2023-05-27 05:41:00,false,AUTOMATIC,,,23,false,155N53M527,false,EARLY,21791000,23,15229,true,DOWN,DOWN,DEPARTURE,15319,M
ARRIVAL,2023-05-27 05:40:00,,2023-05-27 05:39:30,0,,,true,1,03001,2023-05-27 05:39:00,false,MANUAL,,,60,false,022B12M527,false,ON TIME,23537003,60,03001,false,,,ARRIVAL,03003,
ARRIVAL,2023-05-27 05:43:00,,2023-05-27 05:42:30,0,,,true,1,50401,2023-05-27 05:42:00,false,AUTOMATIC,, 2,21,false,502K05M527,false,ON TIME,21943001,21,50401,true,UP,UP,ARRIVAL,50423,
DEPARTURE,2023-05-27 05:40:00,,2023-05-27 05:40:30,0,,,true,6,03001,2023-05-27 05:40:00,false,MANUAL,,,60,false,022B12M527,false,ON TIME,23537003,60,03001,false,,,DEPARTURE,03003,
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,1,,,true,3,87722,2023-05-27 05:40:00,false,AUTOMATIC,, 2,88,false,871T09M527,false,EARLY,24747000,88,87722,true,UP,UP,DEPARTURE,87712,
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,1,,,true,3,88486,2023-05-27 05:40:00,false,AUTOMATIC,, 1,88,false,899Y00M527,false,EARLY,22742000,88,88486,true,UP,UP,DEPARTURE,88493,F
ARRIVAL,2023-05-27 05:40:00,,2023-05-27 05:40:00,1,,,true,1,88477,2023-05-27 05:41:00,false,AUTOMATIC,, 4,80,false,871S001527,false,LATE,24604004,80,88477,true,DOWN,DOWN,ARRIVAL,88479,
DEPARTURE,,,2023-05-27 05:54:00,13,,,false,2,00000,2023-05-27 05:41:00,false,AUTOMATIC,,,60,false,075N04M527,false,EARLY,13562015,60,07246,true,DOWN,DOWN,DEPARTURE,07257,
DEPARTURE,2023-05-27 05:40:00,,2023-05-27 05:40:00,0,,,false,3,00000,2023-05-27 05:40:00,false,AUTOMATIC,, 1,60,false,072G98M527,false,ON TIME,13569815,60,07129,true,UP,UP,DEPARTURE,07130,
ARRIVAL,2023-05-27 05:20:00,,2023-05-27 05:20:00,22,,,true,1,32000,2023-05-27 05:42:00,false,AUTOMATIC,, 8,23,false,325H80M527,false,LATE,12974820,23,32000,true,DOWN,DOWN,ARRIVAL,32009,
ARRIVAL,2023-05-27 05:43:00,,2023-05-27 05:42:30,0,,,true,2,89501,2023-05-27 05:42:00,false,AUTOMATIC,, 2,80,false,892P061527,false,ON TIME,24604004,80,89501,true,UP,UP,ARRIVAL,89144,2
ARRIVAL,2023-05-27 05:39:00,,2023-05-27 05:38:30,3,,,true,1,54238,2023-05-27 05:41:00,false,AUTOMATIC,, 2,88,false,532R01M427,false,LATE,21726000,88,54238,true,UP,UP,ARRIVAL,54245,
ARRIVAL,,,2023-05-27 05:46:00,4,,,true,4,87643,2023-05-27 05:42:00,false,AUTOMATIC,,,88,false,875P04M527,false,EARLY,24788005,88,87643,true,,,ARRIVAL,87626,
ARRIVAL,2023-05-27 05:14:00,,2023-05-27 05:13:30,29,,,true,1,87643,2023-05-27 05:42:00,false,AUTOMATIC,, 3,88,false,879R00M427,false,LATE,22721000,88,87643,true,UP,UP,ARRIVAL,87626,
DEPARTURE,,,2023-05-27 05:42:00,1,,,true,4,51344,2023-05-27 05:41:00,false,AUTOMATIC,MDU, 2,09,false,074L81CY26,false,EARLY,54606070,09,51344,true,DOWN,DOWN,DEPARTURE,51321,D
ARRIVAL,,,2023-05-27 05:42:30,0,,,true,1,53248,2023-05-27 05:42:00,false,AUTOMATIC,MG9,,54,false,174L39C926,false,ON TIME,55460180,54,53248,true,,,ARRIVAL,53309,
DEPARTURE,,,2023-05-27 05:41:00,0,,,true,1,73106,2023-05-27 05:41:00,false,AUTOMATIC,,,33,false,739T16M527,false,ON TIME,21381001,33,73106,true,DOWN,DOWN,DEPARTURE,73111,4
DEPARTURE,2023-05-27 05:37:00,,2023-05-27 05:37:00,3,,,true,5,73216,2023-05-27 05:40:00,false,AUTOMATIC,,,33,false,735L10M527,false,LATE,21381008,33,73216,true,UP,UP,DEPARTURE,73218,U
DEPARTURE,2023-05-27 05:42:00,,2023-05-27 05:42:00,1,,,true,3,23421,2023-05-27 05:41:00,false,AUTOMATIC,, 1,61,false,233A12M527,false,EARLY,21704001,61,23421,true,DOWN,DOWN,DEPARTURE,23027,T
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,0,,,true,3,87941,2023-05-27 05:41:00,false,AUTOMATIC,, 4,88,false,871C03M527,false,ON TIME,24748000,88,87941,true,UP,UP,DEPARTURE,87936,
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,1,,,true,3,07466,2023-05-27 05:40:00,false,AUTOMATIC,, 4,60,false,072C02M527,false,EARLY,23563015,60,07466,true,DOWN,DOWN,DEPARTURE,07375,
ARRIVAL,2023-05-27 05:42:00,,2023-05-27 05:42:00,1,,,false,1,00000,2023-05-27 05:41:00,false,AUTOMATIC,, 2,88,false,871N02M527,false,EARLY,24744000,88,87988,true,DOWN,DOWN,ARRIVAL,87991,
DEPARTURE,2023-05-27 05:55:00,,2023-05-27 05:55:00,14,,,true,5,86927,2023-05-27 05:41:00,false,AUTOMATIC,, 2,84,false,865W01M527,false,EARLY,24676004,84,86927,true,UP,UP,DEPARTURE,86921,
DEPARTURE,,,2023-05-27 05:48:30,6,,,false,1,00000,2023-05-27 05:42:00,false,AUTOMATIC,,,65,false,655K05M527,false,EARLY,22112002,65,65826,true,DOWN,DOWN,DEPARTURE,65832,B
DEPARTURE,2023-05-27 05:41:00,,2023-05-27 05:41:00,0,,,false,2,00000,2023-05-27 05:41:00,false,AUTOMATIC,, 1,84,false,872R90M527,false,ON TIME,24671305,84,87147,true,UP,UP,DEPARTURE,87148,
ARRIVAL,2023-05-27 05:42:00,,2023-05-27 05:42:00,1,,,true,,11231,2023-05-27 05:41:00,false,MANUAL,,,23,true,115U91M527,false,EARLY,22974000,23,11231,false,,,DESTINATION,,
DEPARTURE,2023-05-27 05:45:00,,2023-05-27 05:45:00,4,,,true,6,87026,2023-05-27 05:41:00,false,AUTOMATIC,, 2,84,false,875A13M527,false,EARLY,24676004,84,87026,true,DOWN,DOWN,DEPARTURE,87024,
DEPARTURE,2023-05-27 05:40:00,,2023-05-27 05:40:00,2,,,true,7,66424,2023-05-27 05:38:00,false,AUTOMATIC,,,27,false,665D50M527,false,EARLY,22185003,27,66424,true,DOWN,DOWN,DEPARTURE,66421,B
DEPARTURE,,,2023-05-27 02:24:30,3,,,true,5,73663,2023-05-27 02:21:00,false,AUTOMATIC,MF9, 1,05,false,366O461Z26,false,EARLY,56609010,05,73663,true,DOWN,DOWN,DEPARTURE,73775,M
ARRIVAL,2023-05-27 01:05:00,,2023-05-27 01:05:00,77,,,false,1,00000,2023-05-27 02:22:00,false,AUTOMATIC,MM5,,54,false,724O342926,false,LATE,55460180,54,74250,true,DOWN,DOWN,ARRIVAL,74265,U
DEPARTURE,,,2023-05-27 02:45:00,23,,,true,12,12112,2023-05-27 02:22:00,false,AUTOMATIC,M7W, 2,35,false,721S25M726,false,EARLY,23558003,35,12112,true,DOWN,DOWN,DEPARTURE,12106,M
ARRIVAL,2023-05-27 02:24:00,,2023-05-27 02:23:30,0,,,false,1,00000,2023-05-27 02:23:00,false,AUTOMATIC,, 2,88,false,541P00M127,false,ON TIME,22727100,88,53201,true,DOWN,DOWN,ARRIVAL,45611,
DEPARTURE,,,2023-05-27 02:00:00,21,,,true,2,89144,2023-05-27 02:21:00,false,AUTOMATIC,MIM, 1,05,false,886X311826,false,LATE,53790125,05,89144,true,UP,UP,DEPARTURE,89139,
DEPARTURE,,,2023-05-27 02:46:30,25,,,true,18,12132,2023-05-27 02:21:00,false,AUTOMATIC,LZW, 2,09,false,514S831W26,false,EARLY,54606070,09,12132,true,DOWN,DOWN,DEPARTURE,12112,F
DEPARTURE,,,2023-05-27 02:25:00,4,,,true,2,73255,2023-05-27 02:21:00,false,AUTOMATIC,MNU, 4,09,false,864L802027,false,EARLY,54606070,09,73255,true,UP,UP,DEPARTURE,73251,U
DEPARTURE,,,2023-05-27 02:22:30,0,,,false,2,00000,2023-05-27 02:22:00,false,AUTOMATIC,,,88,false,629W05M127,false,ON TIME,22720000,88,63547,true,UP,UP,DEPARTURE,63551,S
DEPARTURE,,,2023-05-27 03:09:30,47,,,true,5,52045,2023-05-27 02:22:00,false,AUTOMATIC,MFD,,09,false,664L77C826,false,EARLY,54606070,09,52045,true,DOWN,DOWN,DEPARTURE,52038,D
DEPARTURE,,,2023-05-27 04:14:00,112,,,false,3,00000,2023-05-27 02:22:00,false,AUTOMATIC,MKC,,54,false,664L292726,false,EARLY,55460180,54,49153,true,DOWN,DOWN,DEPARTURE,49155,S
ARRIVAL,,,2023-05-27 02:34:00,11,,,true,11,82101,2023-05-27 02:23:00,false,AUTOMATIC,,,25,false,851A50M726,false,EARLY,25396002,25,82101,true,,,ARRIVAL,75363,
DEPARTURE,,,2023-05-27 03:27:00,66,,,true,1,81305,2023-05-27 02:21:00,false,AUTOMATIC,MJ8, 1,05,false,816M58C227,false,EARLY,56155120,05,81305,true,DOWN,DOWN,DEPARTURE,81304,1
ARRIVAL,,,2023-05-27 02:23:00,0,,,true,1,87611,2023-05-27 02:23:00,false,AUTOMATIC,,,88,false,879W04M127,false,ON TIME,22729000,88,87611,true,,,ARRIVAL,87249,
DEPARTURE,2023-05-27 02:13:00,,2023-05-27 02:13:00,9,,,true,2,87801,2023-05-27 02:22:00,false,AUTOMATIC,, 2,88,false,629W01M027,false,LATE,22720000,88,87801,true,DOWN,DOWN,DEPARTURE,87901,F
DEPARTURE,,,2023-05-27 02:19:30,3,,,false,20,00000,2023-05-27 02:22:00,false,MANUAL,MEL,,09,false,046Z401926,false,LATE,54606571,09,03101,,,,DEPARTURE,03100,
ARRIVAL,2023-05-27 02:07:00,,2023-05-27 02:07:00,16,,,false,1,00000,2023-05-27 02:23:00,false,AUTOMATIC,, 4,88,false,879W00M027,false,LATE,22721000,88,63212,true,DOWN,DOWN,ARRIVAL,63209,
ARRIVAL,,,2023-05-27 01:53:00,30,,,true,1,73822,2023-05-27 02:23:00,false,AUTOMATIC,MFR,,05,false,664O631Z26,false,LATE,52407530,05,73822,true,,,ARRIVAL,74005,
ARRIVAL,,,2023-05-27 03:12:30,49,,,true,49,51558,2023-05-27 02:23:00,false,AUTOMATIC,MHS,,97,false,704L27C027,false,EARLY,52662090,97,51558,true,,,ARRIVAL,51551,
ARRIVAL,2023-05-27 02:19:00,,2023-05-27 02:19:00,5,,,true,,55247,2023-05-27 02:24:00,false,AUTOMATIC,, 6,28,true,631D88M926,false,LATE,22153000,28,55247,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2023-05-27 04:02:00,,2023-05-27 04:02:00,86,,,true,21,04834,2023-05-27 02:36:00,false,AUTOMATIC,MJE,,42,false,153Q812726,false,EARLY,52495112,42,04834,true,DOWN,DOWN,DEPARTURE,04840,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,0,,,true,3,50318,2023-05-27 04:12:00,false,AUTOMATIC,, 1,21,false,501K01M427,false,ON TIME,21943001,21,50318,true,UP,UP,DEPARTURE,50321,
DEPARTURE,,,2023-05-27 04:35:00,23,,,true,6,49145,2023-05-27 04:12:00,false,AUTOMATIC,MQD, 1,54,false,494E14C427,false,EARLY,55460180,54,49145,true,UP,UP,DEPARTURE,49151,U
DEPARTURE,,,2023-05-27 05:18:00,66,,,false,3,00000,2023-05-27 04:12:00,false,AUTOMATIC,,,88,false,545T01M527,false,EARLY,21788001,88,54203,true,UP,UP,DEPARTURE,54238,2
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,15,,,false,7,00000,2023-05-27 04:14:00,false,AUTOMATIC,MQK,,09,false,664O181427,false,EARLY,54606070,09,66327,true,UP,UP,DEPARTURE,66293,F
DEPARTURE,,,2023-05-27 03:33:00,39,,,false,5,00000,2023-05-27 04:12:00,false,AUTOMATIC,MGC, 5,54,false,514M68C227,false,LATE,55460180,54,72021,true,DOWN,DOWN,DEPARTURE,72007,S
DEPARTURE,,,2023-05-27 04:29:30,16,,,true,17,74822,2023-05-27 04:13:00,false,AUTOMATIC,MT7,,09,false,826A171327,false,EARLY,57622972,09,74822,true,UP,UP,DEPARTURE,74821,
DEPARTURE,,,2023-05-27 06:24:30,131,,,false,3,00000,2023-05-27 04:13:00,false,AUTOMATIC,MM1,,54,false,663Q981926,false,EARLY,54761000,54,65533,true,UP,UP,DEPARTURE,65553,
DEPARTURE,,,2023-05-27 04:09:00,3,,,false,6,00000,2023-05-27 04:12:00,false,AUTOMATIC,MJK, 1,42,false,883Q44C726,false,LATE,52495112,42,88433,true,DOWN,DOWN,DEPARTURE,88515,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,1,,,true,2,62011,2023-05-27 04:12:00,false,AUTOMATIC,, 3,88,false,629T01M427,false,EARLY,22720000,88,62011,true,UP,UP,DEPARTURE,62016,S
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:00,4,,,true,,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 4,21,true,525B03M427,false,EARLY,21916400,21,51931,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,,,2023-05-27 04:12:00,1,,,false,4,00000,2023-05-27 04:13:00,false,AUTOMATIC,MLG,,09,false,514V30C926,false,LATE,54606070,09,76091,true,DOWN,DOWN,DEPARTURE,76089,D
DEPARTURE,,,2023-05-27 04:13:30,0,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,MIL,,05,false,494E45C826,false,ON TIME,52407540,05,23443,true,DOWN,DOWN,DEPARTURE,23421,1
DEPARTURE,,,2023-05-27 04:07:30,6,,,false,3,00000,2023-05-27 04:13:00,false,MANUAL,,,71,false,401H77M327,false,LATE,22345000,71,35702,,,,DEPARTURE,35701,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,0,,,false,,00000,2023-05-27 04:12:00,false,AUTOMATIC,, 2,30,false,529I31M427,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,DEPARTURE,87660,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,2,,,true,6,36173,2023-05-27 04:11:00,false,AUTOMATIC,,,65,false,365A05M427,false,EARLY,22112002,65,36173,true,DOWN,DOWN,DEPARTURE,36170,
DEPARTURE,,,2023-05-27 04:13:00,0,,,true,3,70201,2023-05-27 04:13:00,false,AUTOMATIC,,N,29,false,702N00M427,false,ON TIME,22209000,29,70201,true,UP,UP,DEPARTURE,70215,S
DEPARTURE,,,2023-05-27 04:13:00,1,,,true,3,52739,2023-05-27 04:12:00,false,AUTOMATIC,, 2,21,false,521B00M427,false,EARLY,21911000,21,52739,true,DOWN,DOWN,DEPARTURE,52736,S
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,1,,,true,1,51007,2023-05-27 04:12:00,false,AUTOMATIC,, 3,79,false,512D01M427,false,EARLY,24936004,79,51007,true,UP,UP,DEPARTURE,51009,U
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:14:00,0,,,true,1,79701,2023-05-27 04:14:00,false,AUTOMATIC,, 2,25,false,791L01M327,false,ON TIME,25375002,25,79701,true,UP,UP,ARRIVAL,79783,
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:13:30,0,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52088,true,UP,UP,ARRIVAL,52084,
ARRIVAL,2023-05-27 04:36:00,,2023-05-27 04:36:30,22,,,false,46,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 2,64,false,385T771427,false,EARLY,12301012,64,38184,true,UP,UP,ARRIVAL,36083,
DEPARTURE,,,2023-05-27 04:53:00,41,,,true,,46206,2023-05-27 04:12:00,false,MANUAL,MGD,,54,false,494M04C227,false,EARLY,55460180,54,46206,false,,,DEPARTURE,46205,
ARRIVAL,,,2023-05-27 05:41:00,87,,,true,87,88481,2023-05-27 04:14:00,false,AUTOMATIC,MPK,,54,false,880Z701427,false,EARLY,55460092,54,88481,true,,,ARRIVAL,88483,
DEPARTURE,,,2023-05-27 04:08:00,5,,,false,4,00000,2023-05-27 04:13:00,false,AUTOMATIC,MMS,,09,false,364L41C127,false,LATE,54606070,09,43322,true,UP,UP,DEPARTURE,43324,T
DEPARTURE,,,2023-05-27 04:07:00,5,,,true,1,43314,2023-05-27 04:12:00,false,AUTOMATIC,MMS, 4,09,false,364L41C127,false,LATE,54606070,09,43314,true,UP,UP,DEPARTURE,43322,T
DEPARTURE,2023-05-27 04:24:00,,2023-05-27 04:24:00,11,,,true,11,82092,2023-05-27 04:13:00,false,AUTOMATIC,MJ8,,05,false,816M58C227,false,EARLY,56155120,05,82092,true,UP,UP,DEPARTURE,74822,
ARRIVAL,,,2023-05-27 04:15:30,1,,,true,1,51815,2023-05-27 04:14:00,false,AUTOMATIC,,,21,false,525H011327,false,EARLY,21916400,21,51815,true,,,ARRIVAL,51722,
ARRIVAL,,,2023-05-27 04:14:00,0,,,true,1,32111,2023-05-27 04:14:00,false,AUTOMATIC,,,20,false,161P06M227,false,ON TIME,21734000,20,32111,true,,,ARRIVAL,32210,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:30,0,,,false,3,00000,2023-05-27 04:12:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,ON TIME,21723000,88,53995,true,UP,UP,DEPARTURE,54001,S
DEPARTURE,,,2023-05-27 04:35:00,22,,,true,1,73106,2023-05-27 04:13:00,false,AUTOMATIC,,,25,false,735D10M427,false,EARLY,25507005,25,73106,true,UP,UP,DEPARTURE,73108,
DEPARTURE,2023-05-27 04:26:00,,2023-05-27 04:26:00,13,,,true,1,44038,2023-05-27 04:13:00,false,AUTOMATIC,MPG,T,54,false,234H42C227,false,EARLY,55460180,54,44038,true,UP,UP,DEPARTURE,44053,S
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:13:00,0,,,true,1,74023,2023-05-27 04:13:00,false,AUTOMATIC,, 1,25,false,732R05M327,false,ON TIME,25506005,25,74023,true,DOWN,DOWN,ARRIVAL,74024,D
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,1,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,LATE,22720000,88,63252,true,UP,UP,DEPARTURE,63305,F
DEPARTURE,,,2023-05-27 04:27:00,14,,,false,9,00000,2023-05-27 04:13:00,false,AUTOMATIC,MKP,,42,false,116Z032327,false,EARLY,53693803,42,30165,true,UP,UP,DEPARTURE,35136,
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:12:30,2,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 2,30,false,529I29M327,false,LATE,22215003,30,52090,true,DOWN,DOWN,ARRIVAL,87566,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,0,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 1,30,false,879I26M327,false,ON TIME,22218000,30,52049,true,UP,UP,DEPARTURE,52051,
DEPARTURE,,,2023-05-27 04:15:30,2,,,true,4,51815,2023-05-27 04:13:00,false,AUTOMATIC,, 2,21,false,525H011327,false,EARLY,21916400,21,51815,true,DOWN,DOWN,DEPARTURE,51722,D
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:00,3,,,true,38,42012,2023-05-27 04:14:00,false,AUTOMATIC,MGS, 2,05,false,864M781726,false,EARLY,52407529,05,42012,true,DOWN,DOWN,ARRIVAL,32581,
DEPARTURE,,,2023-05-27 04:20:30,7,,,true,3,50434,2023-05-27 04:13:00,false,AUTOMATIC,MLH,,09,false,424L82C926,false,EARLY,54606070,09,50434,true,DOWN,DOWN,DEPARTURE,50423,E
ARRIVAL,,,2023-05-27 04:38:00,24,,,false,24,00000,2023-05-27 04:14:00,false,AUTOMATIC,MUB,,09,false,864M621427,false,EARLY,54606070,09,86495,true,,,ARRIVAL,86087,
DEPARTURE,,,2023-05-27 04:27:30,14,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,,,20,false,325J49M427,false,EARLY,21733000,20,32121,true,UP,UP,DEPARTURE,31339,
DEPARTURE,,,2023-05-27 03:52:00,21,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,MI9,F,42,false,573Q81C926,false,LATE,52495112,42,43222,true,DOWN,DOWN,DEPARTURE,43211,D
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:14:30,0,,,true,2,53221,2023-05-27 04:14:00,false,AUTOMATIC,, 1,88,false,535D01M327,false,ON TIME,21788001,88,53221,true,UP,UP,ARRIVAL,53223,
DEPARTURE,,,2023-05-27 05:31:30,77,,490R12C527,true,4,49138,2023-05-27 04:14:00,false,AUTOMATIC,MT5,,09,false,494R12C527,false,EARLY,54606070,09,49138,true,UP,UP,DEPARTURE,49160,L
ARRIVAL,,,2023-05-27 05:35:30,79,,490R12C527,false,79,00000,2023-05-27 04:16:00,false,AUTOMATIC,MT5,,09,false,494R12C527,false,EARLY,54606070,09,49160,true,,,ARRIVAL,49157,
DEPARTURE,,,2023-05-27 04:59:30,46,,,true,7,87106,2023-05-27 04:13:00,false,AUTOMATIC,MMW, 3,54,false,866G131327,false,EARLY,54761100,54,87106,true,UP,UP,DEPARTURE,87114,
DEPARTURE,,,2023-05-27 04:15:30,2,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,,,88,false,542R98M427,false,EARLY,21788001,88,54245,true,DOWN,DOWN,DEPARTURE,54238,S
ARRIVAL,2023-05-27 04:15:00,,2023-05-27 04:15:00,1,,,true,2,54001,2023-05-27 04:14:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,EARLY,21723000,88,54001,true,UP,UP,ARRIVAL,54008,
ARRIVAL,,,2023-05-27 04:32:30,17,,527V53C327,true,17,73251,2023-05-27 04:15:00,false,AUTOMATIC,MMG,,09,false,526V53C327,false,EARLY,57622972,09,73251,true,,,ARRIVAL,73255,
DEPARTURE,,,2023-05-27 05:41:00,88,,,true,2,88481,2023-05-27 04:13:00,false,AUTOMATIC,MPK, 5,54,false,880Z701427,false,EARLY,55460092,54,88481,true,DOWN,DOWN,DEPARTURE,88483,S
DEPARTURE,,,2023-05-27 04:36:00,22,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,,,25,false,735D10M427,false,EARLY,25507005,25,73108,true,UP,UP,DEPARTURE,73000,4
